#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,19,15,3,1,50:19,31,48
2,Bayern München,FCB,19,13,3,3,43:20,23,42
3,Bor. Mönchengladbach,BMG,19,12,3,4,39:18,21,39
4,RB Leipzig,RBL,19,10,4,5,35:18,17,34
5,Eintracht Frankfurt,SGE,19,9,4,6,39:26,13,31
6,1899 Hoffenheim,TSG,19,7,7,5,37:28,9,28
7,Hertha BSC,BSC,19,7,7,5,31:30,1,28
8,VfL Wolfsburg,WOB,19,8,4,7,28:27,1,28
9,Bayer Leverkusen,B04,19,8,3,8,29:30,-1,27
10,1. FSV Mainz 05,M05,19,7,6,6,22:25,-3,27
11,Werder Bremen,SVW,19,7,5,7,31:31,0,26
12,FC Schalke 04,S04,19,6,4,9,24:27,-3,22
13,SC Freiburg,SCF,19,5,6,8,24:32,-8,21
14,Fortuna Düsseldorf,F95,19,6,3,10,21:38,-17,21
15,FC Augsburg,FCA,19,3,6,10,26:33,-7,15
16,VfB Stuttgart,VFB,19,4,2,13,15:42,-27,14
17,Hannover 96,H96,19,2,5,12,18:41,-23,11
18,1. FC Nürnberg,FCN,19,2,5,12,16:43,-27,11
