#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,1,1,0,0,4:1,3,3
2,Bayern München,FCB,1,1,0,0,3:1,2,3
3,Bor. Mönchengladbach,BMG,1,1,0,0,2:0,2,3
3,Eintracht Frankfurt,SGE,1,1,0,0,2:0,2,3
5,FC Augsburg,FCA,1,1,0,0,2:1,1,3
5,VfL Wolfsburg,WOB,1,1,0,0,2:1,1,3
7,1. FSV Mainz 05,M05,1,1,0,0,1:0,1,3
7,Hertha BSC,BSC,1,1,0,0,1:0,1,3
9,Hannover 96,H96,1,0,1,0,1:1,0,1
9,Werder Bremen,SVW,1,0,1,0,1:1,0,1
11,FC Schalke 04,S04,1,0,0,1,1:2,-1,0
11,Fortuna Düsseldorf,F95,1,0,0,1,1:2,-1,0
13,1. FC Nürnberg,FCN,1,0,0,1,0:1,-1,0
13,VfB Stuttgart,VFB,1,0,0,1,0:1,-1,0
15,1899 Hoffenheim,TSG,1,0,0,1,1:3,-2,0
16,Bayer Leverkusen,B04,1,0,0,1,0:2,-2,0
16,SC Freiburg,SCF,1,0,0,1,0:2,-2,0
18,RB Leipzig,RBL,1,0,0,1,1:4,-3,0
