#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,22,15,6,1,54:23,31,51
2,Bayern München,FCB,22,15,3,4,50:26,24,48
3,Bor. Mönchengladbach,BMG,22,13,4,5,42:22,20,43
4,RB Leipzig,RBL,22,12,5,5,41:19,22,41
5,Bayer Leverkusen,B04,22,11,3,8,39:32,7,36
6,VfL Wolfsburg,WOB,22,10,5,7,35:30,5,35
7,Eintracht Frankfurt,SGE,22,9,7,6,41:28,13,34
8,1899 Hoffenheim,TSG,22,8,9,5,44:32,12,33
9,Hertha BSC,BSC,22,8,8,6,35:32,3,32
10,Werder Bremen,SVW,22,8,7,7,37:33,4,31
11,1. FSV Mainz 05,M05,22,7,6,9,23:36,-13,27
12,Fortuna Düsseldorf,F95,22,7,4,11,25:41,-16,25
13,SC Freiburg,SCF,22,5,9,8,29:37,-8,24
14,FC Schalke 04,S04,22,6,5,11,25:32,-7,23
15,FC Augsburg,FCA,22,4,6,12,31:40,-9,18
16,VfB Stuttgart,VFB,22,4,3,15,18:50,-32,15
17,Hannover 96,H96,22,3,5,14,20:47,-27,14
18,1. FC Nürnberg,FCN,22,2,7,13,17:46,-29,13
