#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,18,14,3,1,45:18,27,45
2,Bayern München,FCB,18,12,3,3,39:19,20,39
3,Bor. Mönchengladbach,BMG,18,11,3,4,37:18,19,36
4,RB Leipzig,RBL,18,9,4,5,31:18,13,31
5,Eintracht Frankfurt,SGE,18,9,3,6,37:24,13,30
6,VfL Wolfsburg,WOB,18,8,4,6,28:24,4,28
7,Hertha BSC,BSC,18,7,6,5,29:28,1,27
8,1899 Hoffenheim,TSG,18,6,7,5,33:26,7,25
9,Werder Bremen,SVW,18,7,4,7,29:29,0,25
10,Bayer Leverkusen,B04,18,7,3,8,26:30,-4,24
11,1. FSV Mainz 05,M05,18,6,6,6,20:24,-4,24
12,FC Schalke 04,S04,18,6,3,9,22:25,-3,21
13,SC Freiburg,SCF,18,5,6,7,22:28,-6,21
14,Fortuna Düsseldorf,F95,18,6,3,9,21:34,-13,21
15,FC Augsburg,FCA,18,3,6,9,26:31,-5,15
16,VfB Stuttgart,VFB,18,4,2,12,14:38,-24,14
17,Hannover 96,H96,18,2,5,11,17:36,-19,11
18,1. FC Nürnberg,FCN,18,2,5,11,15:41,-26,11
