#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,28,20,4,4,74:28,46,64
2,Borussia Dortmund,BVB,28,19,6,3,66:35,31,63
3,RB Leipzig,RBL,28,16,7,5,53:22,31,55
4,Eintracht Frankfurt,SGE,28,15,7,6,56:31,25,52
5,Bor. Mönchengladbach,BMG,28,14,6,8,47:35,12,48
6,VfL Wolfsburg,WOB,28,13,6,9,47:42,5,45
7,1899 Hoffenheim,TSG,28,11,11,6,58:39,19,44
8,Werder Bremen,SVW,28,11,10,7,50:40,10,43
9,Bayer Leverkusen,B04,28,13,3,12,50:48,2,42
10,Fortuna Düsseldorf,F95,28,11,4,13,38:52,-14,37
11,Hertha BSC,BSC,28,9,8,11,41:46,-5,35
12,1. FSV Mainz 05,M05,28,9,6,13,33:48,-15,33
13,SC Freiburg,SCF,28,7,11,10,38:48,-10,32
14,FC Schalke 04,S04,28,7,5,16,29:46,-17,26
15,FC Augsburg,FCA,28,6,7,15,37:54,-17,25
16,VfB Stuttgart,VFB,28,5,6,17,27:60,-33,21
17,1. FC Nürnberg,FCN,28,3,8,17,23:53,-30,17
18,Hannover 96,H96,28,3,5,20,25:65,-40,14
