#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,14,11,3,0,34:10,24,36
2,Hamburger SV,HSV,12,9,2,1,18:9,9,29
3,Borussia Dortmund,BVB,12,8,4,0,22:7,15,28
4,VfL Wolfsburg,WOB,13,9,1,3,21:11,10,28
5,Werder Bremen,SVW,14,8,2,4,28:19,9,26
6,Hertha BSC,BSC,13,7,4,2,27:13,14,25
7,VfB Stuttgart,VFB,13,7,4,2,24:12,12,25
8,Bor. Mönchengladbach,BMG,13,7,4,2,20:8,12,25
9,1. FC Kaiserslautern,FCK,14,7,2,5,21:12,9,23
10,Arminia Bielefeld,DSC,13,6,4,3,18:9,9,22
11,FC Schalke 04,S04,13,4,8,1,18:12,6,20
12,VfL Bochum,BOC,13,5,2,6,20:21,-1,17
13,TSV 1860 München,M60,12,4,3,5,14:17,-3,15
14,FC Hansa Rostock,ROS,13,3,5,5,13:16,-3,14
15,1. FC Nürnberg,FCN,13,4,2,7,15:21,-6,14
16,Hannover 96,H96,13,3,4,6,21:26,-5,13
17,Bayer Leverkusen,B04,13,3,3,7,16:23,-7,12
18,Energie Cottbus,FCE,13,3,1,9,12:25,-13,10
