#{"t_start": 1706727624.0760794, "env_id": "CurvyRaceEnv-v0"}
r,l,t
-106.710418,100,141.344452
-121.819877,100,141.501087
81.363414,100,141.686747
104.981081,100,141.852388
92.668973,100,142.010023
-102.267239,100,142.174666
63.904283,100,142.409868
-128.569504,100,142.581516
134.996031,100,142.767175
73.652551,100,142.928814
66.874748,100,143.105465
-98.67637,100,143.295128
110.821876,100,143.458768
68.764003,100,143.625412
-150.745149,100,143.819579
112.108565,100,143.997231
71.85126,100,144.176886
90.126471,100,144.359543
72.774707,100,144.547705
85.292991,100,145.13571
72.496919,100,145.302353
90.632648,100,145.466995
200.842734,100,145.623128
122.270391,100,145.792775
112.938399,100,145.960919
152.296628,100,146.121056
53.578167,100,146.2877
77.130742,100,146.447838
51.536946,100,146.61398
72.226487,100,146.76511
82.849848,100,146.92925
120.451328,100,147.075877
73.203605,100,147.236514
26.521705,100,147.392148
65.704062,100,147.586315
82.931994,100,147.760465
200.809204,100,147.935616
26.750894,100,148.117773
126.705244,100,148.294924
72.441675,100,148.477581
82.123129,100,148.664742
18.159183,100,148.839894
86.669481,100,149.006536
68.102539,100,149.185689
147.442406,100,149.653592
-0.81082,100,149.836249
84.145861,100,150.023911
136.610109,100,150.193055
83.677254,100,150.37371
85.110704,100,150.545357
187.074898,100,150.727014
64.632708,100,150.907669
112.534308,100,151.081318
82.911679,100,151.264476
118.152679,100,151.445631
74.014479,100,151.627788
84.433523,100,151.814448
5.968471,100,151.997105
254.543015,100,152.179262
146.349826,100,152.364421
83.854626,100,152.553083
-20.681993,100,152.743747
83.210667,100,152.927905
79.421521,100,153.112564
88.676659,100,153.296221
84.035642,100,153.48038
84.018584,100,153.659034
78.2582,100,153.860206
86.33575,100,154.364139
85.917218,100,154.536787
140.392422,100,154.710437
147.781331,100,154.87608
152.267547,100,155.054733
145.736865,100,155.232887
148.268495,100,155.404033
89.480793,100,155.588191
86.110915,100,155.757836
89.410268,100,155.941995
154.449847,100,156.129656
87.399555,100,156.334832
87.615398,100,156.512485
190.426155,100,156.701148
197.416057,100,156.895315
146.709879,100,157.082475
90.463085,100,157.269636
86.765078,100,157.455295
88.541348,100,157.638952
84.967371,100,157.818609
147.836144,100,158.014776
147.941583,100,158.194931
85.078076,100,158.36858
87.361403,100,158.550736
91.882534,100,159.044661
97.868783,100,159.212805
101.124892,100,159.387955
83.938433,100,159.554599
89.759589,100,159.733252
79.770702,100,159.914408
144.860373,100,160.085054
142.000148,100,160.257703
79.115304,100,160.426849
80.033214,100,160.598495
87.825251,100,160.77715
93.665343,100,160.957304
88.954155,100,161.141463
99.291677,100,161.32512
143.214595,100,161.498269
76.331403,100,161.677423
91.875427,100,161.870589
144.946084,100,162.060252
91.288574,100,162.248414
86.567227,100,162.434574
99.587415,100,162.617231
97.683145,100,162.789379
177.091309,100,162.973036
81.137973,100,163.149688
152.900655,100,163.669635
80.535467,100,163.865803
64.445084,100,164.057969
64.238497,100,164.24463
275.763765,100,164.442298
73.582881,100,164.634464
77.27652,100,164.828131
67.25813,100,165.027302
80.808171,100,165.22297
79.201949,100,165.408629
76.964756,100,165.608301
79.984882,100,165.797965
80.773058,100,165.996635
80.873283,100,166.183795
77.550281,100,166.372958
86.071951,100,166.560118
88.436947,100,166.742275
79.913553,100,166.949454
86.922997,100,167.138116
77.545359,100,167.339288
68.053069,100,167.543463
64.205906,100,167.750641
79.776436,100,167.961322
86.107612,100,168.141478
79.426012,100,168.355161
78.602397,100,168.869603
192.002783,100,169.050258
126.231417,100,169.220905
69.752756,100,169.407565
68.638483,100,169.589722
347.425483,100,169.768876
105.298555,100,169.950533
126.409424,100,170.136692
75.343379,100,170.315845
75.461807,100,170.501505
76.600938,100,170.686665
73.398905,100,170.875826
343.259541,100,171.056983
69.546259,100,171.252151
66.923974,100,171.44932
73.703006,100,171.636981
71.034306,100,171.829646
71.653433,100,172.012303
73.567627,100,172.20647
211.343176,100,172.397634
51.651592,100,172.579791
76.550941,100,172.769954
74.404522,100,172.957115
73.208145,100,173.13727
49.676887,100,173.6387
205.37733,100,173.815353
120.73362,100,173.982997
262.22878,100,174.163152
121.622153,100,174.333798
89.923983,100,174.510951
160.323407,100,174.700113
270.503873,100,174.887274
205.493834,100,175.055918
211.507052,100,175.240577
157.913598,100,175.433744
201.208457,100,175.611896
79.838222,100,175.795553
117.292144,100,175.972706
205.207116,100,176.149858
122.789021,100,176.336018
87.102297,100,176.508167
113.191338,100,176.691324
158.274841,100,176.873981
126.066336,100,177.059141
86.28596,100,177.234791
204.3612,100,177.414946
204.56318,100,177.587094
121.17566,100,177.767748
258.892967,100,178.257671
49.711169,100,178.426815
-81.774392,100,178.604968
151.470247,100,178.768109
83.521874,100,178.942258
8.137592,100,179.110403
44.706397,100,179.290057
-74.658985,100,179.463706
151.160395,100,179.643361
-80.74224,100,179.817009
61.159349,100,179.982652
-83.218093,100,180.168312
-84.375658,100,180.344463
-86.573884,100,180.516611
112.925524,100,180.698767
254.106713,100,180.872917
201.119572,100,181.046066
211.364805,100,181.227222
25.66119,100,181.407876
-93.51668,100,181.584528
-85.022797,100,181.76118
63.747705,100,181.931828
45.674877,100,182.108979
-26.526866,100,182.288132
-79.667131,100,182.767044
235.435999,100,182.969718
149.832669,100,183.145871
165.874104,100,183.336034
175.662867,100,183.537206
153.488843,100,183.713858
153.617166,100,183.920036
286.065271,100,184.10069
292.769806,100,184.296359
64.099711,100,184.492027
66.612074,100,184.692199
239.415555,100,184.896374
138.429486,100,185.086037
298.465783,100,185.283707
246.008208,100,185.480876
154.145103,100,185.665034
139.403777,100,185.872213
168.671582,100,186.061875
246.242653,100,186.26405
156.762099,100,186.454713
65.592635,100,186.649881
230.984122,100,186.866567
215.456413,100,187.085255
242.10188,100,187.290932
154.225956,100,187.505116
241.192835,100,187.99904
71.809139,100,188.179195
289.814004,100,188.363353
361.032031,100,188.537503
242.950575,100,188.726666
288.032528,100,188.908322
165.213374,100,189.08097
155.983457,100,189.264628
214.7059,100,189.442782
192.332807,100,189.615429
153.517501,100,189.806594
185.352746,100,190.00076
161.438268,100,190.180915
179.651926,100,190.365574
233.927343,100,190.55874
296.9731,100,190.777427
178.727031,100,190.962087
216.925717,100,191.149747
181.537581,100,191.341912
168.51275,100,191.522068
165.452083,100,191.72224
72.764797,100,191.919909
360.382347,100,192.108571
365.62958,100,192.302238
208.437031,100,192.808675
121.713041,100,192.989328
