#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,6,1,1,17:6,11,19
2,VfB Stuttgart,VFB,7,6,0,1,17:4,13,18
3,VfL Wolfsburg,WOB,8,6,0,2,19:9,10,18
4,FC Schalke 04,S04,8,6,0,2,16:14,2,18
5,Hannover 96,H96,8,5,2,1,14:4,10,17
6,1. FSV Mainz 05,M05,7,5,2,0,12:5,7,17
7,Bayer Leverkusen,B04,7,5,1,1,18:10,8,16
8,Werder Bremen,SVW,8,4,2,2,15:8,7,14
9,Bor. Mönchengladbach,BMG,8,4,1,3,14:12,2,13
10,1. FC Kaiserslautern,FCK,8,4,1,3,11:10,1,13
11,Hamburger SV,HSV,7,4,0,3,14:11,3,12
12,Arminia Bielefeld,DSC,7,3,2,2,6:6,0,11
13,1. FC Nürnberg,FCN,7,2,3,2,10:6,4,9
14,Borussia Dortmund,BVB,7,2,3,2,9:9,0,9
15,VfL Bochum,BOC,8,2,3,3,13:14,-1,9
16,Hertha BSC,BSC,7,1,5,1,8:7,1,8
17,SC Freiburg,SCF,7,1,3,3,8:10,-2,6
18,FC Hansa Rostock,ROS,8,0,0,8,4:24,-20,0
