#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,6,5,1,0,18:7,11,16
2,VfB Stuttgart,VFB,6,5,0,1,16:4,12,15
3,VfL Wolfsburg,WOB,6,5,0,1,14:6,8,15
4,FC Schalke 04,S04,6,5,0,1,13:10,3,15
5,1. FSV Mainz 05,M05,6,4,2,0,11:5,6,14
6,Hannover 96,H96,6,4,1,1,12:4,8,13
7,Bayern München,FCB,6,4,1,1,10:3,7,13
8,Werder Bremen,SVW,6,3,1,2,11:6,5,10
9,Bor. Mönchengladbach,BMG,6,3,1,2,11:8,3,10
10,Hamburger SV,HSV,6,3,0,3,11:10,1,9
11,1. FC Nürnberg,FCN,6,2,2,2,9:5,4,8
12,Arminia Bielefeld,DSC,6,2,2,2,4:5,-1,8
13,Hertha BSC,BSC,6,1,4,1,7:6,1,7
14,1. FC Kaiserslautern,FCK,6,2,1,3,7:10,-3,7
15,VfL Bochum,BOC,6,1,3,2,9:10,-1,6
16,SC Freiburg,SCF,6,1,3,2,6:7,-1,6
17,Borussia Dortmund,BVB,6,1,3,2,7:9,-2,6
18,FC Hansa Rostock,ROS,6,0,0,6,4:16,-12,0
