#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,6,4,1,1,11:5,6,13
2,Borussia Dortmund,BVB,6,3,2,1,12:7,5,11
3,Eintracht Frankfurt,SGE,6,3,2,1,6:4,2,11
4,FC Schalke 04,S04,5,3,0,2,5:4,1,9
5,RB Leipzig,RBL,6,3,0,3,7:8,-1,9
6,1899 Hoffenheim,TSG,5,2,2,1,11:8,3,8
7,FC Augsburg,FCA,5,2,2,1,7:4,3,8
8,Hannover 96,H96,6,2,2,2,7:7,0,8
9,Bor. Mönchengladbach,BMG,5,2,2,1,10:11,-1,8
10,VfL Wolfsburg,WOB,5,1,3,1,6:6,0,6
11,Bayer Leverkusen,B04,6,1,2,3,10:11,-1,5
12,Werder Bremen,SVW,6,0,4,2,3:5,-2,4
13,Hertha BSC,BSC,5,0,3,2,5:8,-3,3
14,Hamburger SV,HSV,5,1,0,4,6:11,-5,3
15,1. FSV Mainz 05,M05,5,0,2,3,2:9,-7,2
16,1. FC Köln,KOE,6,0,1,5,2:13,-11,1
17,SC Freiburg,SCF,5,0,1,4,1:16,-15,1
18,VfB Stuttgart,VFB,6,0,0,6,3:13,-10,0
