#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,9,1,2,21:9,12,28
2,Borussia Dortmund,BVB,12,6,4,2,21:13,8,22
3,Eintracht Frankfurt,SGE,11,6,3,2,14:11,3,21
4,Bayer Leverkusen,B04,12,5,4,3,23:17,6,19
5,FC Schalke 04,S04,11,4,3,4,16:16,0,15
6,Hertha BSC,BSC,11,3,5,3,13:12,1,14
7,RB Leipzig,RBL,12,4,2,6,13:19,-6,14
8,FC Augsburg,FCA,11,3,3,5,13:16,-3,12
9,VfL Wolfsburg,WOB,11,2,5,4,9:12,-3,11
10,Bor. Mönchengladbach,BMG,11,3,2,6,15:22,-7,11
11,Hannover 96,H96,12,2,5,5,12:20,-8,11
12,Werder Bremen,SVW,12,2,4,6,9:15,-6,10
13,1899 Hoffenheim,TSG,12,2,4,6,17:24,-7,10
14,1. FSV Mainz 05,M05,12,1,4,7,13:24,-11,7
15,SC Freiburg,SCF,11,1,4,6,13:30,-17,7
16,Hamburger SV,HSV,11,1,2,8,8:20,-12,5
16,VfB Stuttgart,VFB,12,1,2,9,8:20,-12,5
18,1. FC Köln,KOE,11,1,2,8,8:21,-13,5
