#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,10,1,2,25:9,16,31
2,Borussia Dortmund,BVB,13,6,5,2,22:14,8,23
3,Bayer Leverkusen,B04,13,6,4,3,25:18,7,22
4,Eintracht Frankfurt,SGE,12,6,3,3,14:12,2,21
5,FC Schalke 04,S04,12,5,3,4,18:16,2,18
6,Hertha BSC,BSC,13,3,6,4,13:13,0,15
7,Bor. Mönchengladbach,BMG,12,4,2,6,16:22,-6,14
8,RB Leipzig,RBL,12,4,2,6,13:19,-6,14
9,FC Augsburg,FCA,12,3,4,5,14:17,-3,13
10,1899 Hoffenheim,TSG,13,3,4,6,19:24,-5,13
11,VfL Wolfsburg,WOB,12,2,6,4,10:13,-3,12
12,Werder Bremen,SVW,13,2,5,6,11:17,-6,11
13,Hannover 96,H96,13,2,5,6,12:21,-9,11
14,1. FSV Mainz 05,M05,13,1,5,7,13:24,-11,8
15,VfB Stuttgart,VFB,13,2,2,9,11:22,-11,8
16,1. FC Köln,KOE,12,2,2,8,10:22,-12,8
17,SC Freiburg,SCF,12,1,5,6,14:31,-17,8
18,Hamburger SV,HSV,12,1,2,9,8:21,-13,5
