#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,6,6,0,0,21:5,16,18
2,Bayern München,FCB,6,5,1,0,27:5,22,16
3,Borussia Dortmund,BVB,7,5,1,1,13:10,3,16
4,VfB Stuttgart,VFB,6,5,0,1,20:6,14,15
5,RB Leipzig,RBL,6,4,2,0,19:4,15,14
6,VfL Wolfsburg,WOB,6,4,1,1,11:6,5,13
7,SC Freiburg,SCF,6,3,2,1,11:9,2,11
8,1. FC Heidenheim 1846,HDH,6,3,1,2,11:10,1,10
9,Werder Bremen,SVW,7,3,1,3,12:13,-1,10
10,Eintracht Frankfurt,SGE,6,2,3,1,8:6,2,9
11,FC Augsburg,FCA,6,2,3,1,13:12,1,9
12,Bor. Mönchengladbach,BMG,6,2,1,3,9:9,0,7
13,SV Darmstadt 98,D98,6,1,2,3,10:14,-4,5
14,VfL Bochum,BOC,5,0,4,1,6:8,-2,4
15,1899 Hoffenheim,TSG,6,1,1,4,9:13,-4,4
16,1. FC Köln,KOE,6,1,1,4,6:10,-4,4
17,1. FSV Mainz 05,M05,5,1,1,3,5:10,-5,4
18,1. FC Union Berlin,FCU,6,1,1,4,5:13,-8,4
