#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Union Berlin,FCU,2,2,0,0,5:2,3,6
2,Bor. Mönchengladbach,BMG,2,2,0,0,4:1,3,6
3,1. FC Köln,KOE,1,1,0,0,3:1,2,3
4,Bayern München,FCB,1,1,0,0,2:0,2,3
5,1899 Hoffenheim,TSG,1,1,0,0,3:2,1,3
6,Borussia Dortmund,BVB,2,1,0,1,3:3,0,3
7,VfL Wolfsburg,WOB,2,0,2,0,2:2,0,2
8,FC Schalke 04,S04,1,0,1,0,2:2,0,1
8,RB Leipzig,RBL,1,0,1,0,2:2,0,1
8,Werder Bremen,SVW,1,0,1,0,2:2,0,1
11,Hertha BSC,BSC,1,0,1,0,1:1,0,1
12,1. FSV Mainz 05,M05,1,0,1,0,0:0,0,1
13,VfB Stuttgart,VFB,2,0,1,1,1:2,-1,1
14,Eintracht Frankfurt,SGE,2,0,1,1,2:7,-5,1
15,SC Freiburg,SCF,1,0,0,1,1:3,-2,0
16,Bayer Leverkusen,B04,2,0,0,2,1:5,-4,0
17,FC Augsburg,FCA,2,0,0,2,1:6,-5,0
18,VfL Bochum,BOC,2,0,0,2,1:9,-8,0
