#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,5,4,1,0,14:4,10,13
2,Borussia Dortmund,BVB,6,4,1,1,12:5,7,13
3,1. FC Union Berlin,FCU,5,4,1,0,10:3,7,13
4,Bor. Mönchengladbach,BMG,6,4,0,2,13:7,6,12
5,Bayern München,FCB,5,3,2,0,14:3,11,11
6,Eintracht Frankfurt,SGE,6,3,1,2,13:9,4,10
7,1. FC Köln,KOE,5,3,1,1,9:6,3,10
8,1899 Hoffenheim,TSG,6,3,1,2,9:7,2,10
9,SC Freiburg,SCF,5,3,1,1,6:4,2,10
10,Hertha BSC,BSC,6,1,4,1,8:8,0,7
11,VfL Bochum,BOC,6,2,1,3,7:13,-6,7
12,1. FSV Mainz 05,M05,5,1,3,1,7:5,2,6
13,VfL Wolfsburg,WOB,5,1,3,1,9:10,-1,6
14,Bayer Leverkusen,B04,6,1,2,3,10:11,-1,5
15,VfB Stuttgart,VFB,6,1,2,3,7:8,-1,5
16,FC Augsburg,FCA,6,1,2,3,6:12,-6,5
17,Werder Bremen,SVW,5,1,1,3,10:10,0,4
18,FC Schalke 04,S04,5,1,1,3,8:15,-7,4
