#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Union Berlin,FCU,4,3,1,0,8:3,5,10
1,1899 Hoffenheim,TSG,4,3,1,0,8:3,5,10
3,Bor. Mönchengladbach,BMG,4,3,0,1,7:2,5,9
4,Borussia Dortmund,BVB,4,3,0,1,5:3,2,9
5,RB Leipzig,RBL,3,2,1,0,7:2,5,7
6,Bayern München,FCB,3,1,2,0,5:3,2,5
7,1. FC Köln,KOE,3,1,1,1,3:2,1,4
8,SC Freiburg,SCF,3,1,1,1,2:3,-1,4
9,Eintracht Frankfurt,SGE,4,1,1,2,6:8,-2,4
10,FC Schalke 04,S04,3,1,1,1,6:9,-3,4
11,FC Augsburg,FCA,4,1,0,3,2:8,-6,3
12,Hertha BSC,BSC,3,0,2,1,3:4,-1,2
13,VfL Wolfsburg,WOB,3,0,2,1,4:6,-2,2
14,VfB Stuttgart,VFB,4,0,2,2,3:6,-3,2
15,1. FSV Mainz 05,M05,3,0,2,1,1:4,-3,2
16,Werder Bremen,SVW,3,0,1,2,5:7,-2,1
17,Bayer Leverkusen,B04,4,0,1,3,4:9,-5,1
18,VfL Bochum,BOC,4,0,1,3,2:12,-10,1
