#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,9,7,2,0,22:7,15,23
2,1. FC Union Berlin,FCU,9,7,2,0,19:8,11,23
3,Borussia Dortmund,BVB,9,7,1,1,24:9,15,22
4,SC Freiburg,SCF,9,6,2,1,16:7,9,20
5,Bayern München,FCB,9,5,4,0,28:8,20,19
6,Eintracht Frankfurt,SGE,10,6,1,3,24:13,11,19
7,Bor. Mönchengladbach,BMG,10,6,1,3,22:13,9,19
8,VfL Bochum,BOC,9,5,1,3,17:17,0,16
9,VfL Wolfsburg,WOB,9,4,3,2,23:14,9,15
10,1. FC Köln,KOE,9,4,3,2,18:10,8,15
11,Bayer Leverkusen,B04,10,4,2,4,19:13,6,14
12,Werder Bremen,SVW,10,4,1,5,17:16,1,13
13,VfB Stuttgart,VFB,10,3,3,4,12:13,-1,12
14,1899 Hoffenheim,TSG,10,3,2,5,14:18,-4,11
15,FC Augsburg,FCA,10,3,2,5,9:15,-6,11
16,1. FSV Mainz 05,M05,9,2,4,3,14:13,1,10
17,Hertha BSC,BSC,10,2,4,4,12:18,-6,10
18,FC Schalke 04,S04,10,2,2,6,10:25,-15,8
