#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,12,10,1,1,36:12,24,31
2,RB Leipzig,RBL,12,9,2,1,28:10,18,29
3,Bayern München,FCB,12,8,4,0,39:11,28,28
4,1. FC Union Berlin,FCU,12,8,4,0,21:8,13,28
5,SC Freiburg,SCF,12,8,3,1,21:10,11,27
6,Bor. Mönchengladbach,BMG,13,7,3,3,27:17,10,24
7,Eintracht Frankfurt,SGE,12,7,2,3,27:14,13,23
8,Bayer Leverkusen,B04,13,6,2,5,27:18,9,20
9,1. FSV Mainz 05,M05,13,5,5,3,23:15,8,20
10,VfL Bochum,BOC,12,6,1,5,18:21,-3,19
11,1. FC Köln,KOE,12,5,3,4,21:14,7,18
12,FC Augsburg,FCA,13,5,3,5,13:17,-4,18
13,VfL Wolfsburg,WOB,12,4,5,3,26:20,6,17
14,Hertha BSC,BSC,13,4,5,4,19:20,-1,17
15,Werder Bremen,SVW,13,5,1,7,22:21,1,16
16,VfB Stuttgart,VFB,13,4,3,6,16:16,0,15
17,1899 Hoffenheim,TSG,13,4,2,7,18:23,-5,14
18,FC Schalke 04,S04,13,3,4,6,14:28,-14,13
