#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,13,11,1,1,38:13,25,34
2,Bayern München,FCB,13,9,4,0,43:13,30,31
3,1. FC Union Berlin,FCU,13,9,4,0,24:8,16,31
4,RB Leipzig,RBL,13,9,2,2,28:13,15,29
5,SC Freiburg,SCF,14,8,4,2,22:12,10,28
6,Bor. Mönchengladbach,BMG,14,8,3,3,29:17,12,27
7,Eintracht Frankfurt,SGE,13,7,3,3,28:15,13,24
8,Bayer Leverkusen,B04,14,7,2,5,30:19,11,23
9,1. FSV Mainz 05,M05,14,5,6,3,25:17,8,21
10,1. FC Köln,KOE,13,5,4,4,21:14,7,19
11,VfL Bochum,BOC,13,6,1,6,20:24,-4,19
12,VfL Wolfsburg,WOB,13,4,6,3,28:22,6,18
13,FC Augsburg,FCA,14,5,3,6,14:20,-6,18
14,Hertha BSC,BSC,14,4,5,5,19:21,-2,17
15,1899 Hoffenheim,TSG,14,5,2,7,20:23,-3,17
16,Werder Bremen,SVW,14,5,1,8,23:23,0,16
17,VfB Stuttgart,VFB,13,4,3,6,16:16,0,15
18,FC Schalke 04,S04,14,3,4,7,14:31,-17,13
