#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,11,9,1,1,30:11,19,28
2,RB Leipzig,RBL,11,8,2,1,25:10,15,26
3,Bayern München,FCB,11,7,4,0,34:8,26,25
4,1. FC Union Berlin,FCU,11,7,4,0,19:8,11,25
5,SC Freiburg,SCF,11,7,3,1,19:9,10,24
6,Bor. Mönchengladbach,BMG,12,7,2,3,25:15,10,23
7,Eintracht Frankfurt,SGE,11,7,1,3,26:13,13,22
8,1. FSV Mainz 05,M05,12,5,4,3,22:14,8,19
9,1. FC Köln,KOE,11,5,3,3,21:12,9,18
10,Bayer Leverkusen,B04,12,5,2,5,25:17,8,17
11,FC Augsburg,FCA,12,5,2,5,12:16,-4,17
12,VfL Wolfsburg,WOB,11,4,4,3,25:19,6,16
13,Werder Bremen,SVW,12,5,1,6,20:18,2,16
14,Hertha BSC,BSC,12,4,4,4,18:19,-1,16
15,VfL Bochum,BOC,11,5,1,5,17:21,-4,16
16,VfB Stuttgart,VFB,12,4,3,5,16:15,1,15
17,FC Schalke 04,S04,12,3,3,6,12:26,-14,12
18,1899 Hoffenheim,TSG,12,3,2,7,15:22,-7,11
