#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,RB Leipzig,RBL,8,6,2,0,20:6,14,20
2,1. FC Union Berlin,FCU,8,6,2,0,17:7,10,20
3,Borussia Dortmund,BVB,8,6,1,1,19:8,11,19
4,Bor. Mönchengladbach,BMG,9,6,0,3,22:13,9,18
5,Bayern München,FCB,7,5,2,0,26:6,20,17
6,Eintracht Frankfurt,SGE,9,5,1,3,21:13,8,16
7,SC Freiburg,SCF,7,5,1,1,12:5,7,16
8,VfL Wolfsburg,WOB,8,4,3,1,21:10,11,15
9,1. FC Köln,KOE,8,4,2,2,18:10,8,14
10,VfL Bochum,BOC,8,4,1,3,12:15,-3,13
11,VfB Stuttgart,VFB,9,3,3,3,12:11,1,12
12,Bayer Leverkusen,B04,8,3,2,3,17:11,6,11
13,Werder Bremen,SVW,8,3,1,4,14:13,1,10
14,Hertha BSC,BSC,8,2,4,2,12:11,1,10
15,1899 Hoffenheim,TSG,8,3,1,4,11:12,-1,10
16,1. FSV Mainz 05,M05,7,1,4,2,8:9,-1,7
17,FC Schalke 04,S04,8,2,1,5,9:19,-10,7
18,FC Augsburg,FCA,8,1,2,5,7:15,-8,5
