#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,28,21,3,4,85:29,56,66
2,Borussia Dortmund,BVB,28,18,3,7,68:42,26,57
3,Bayer Leverkusen,B04,28,15,6,7,68:42,26,51
4,RB Leipzig,RBL,28,14,6,8,61:31,30,48
5,SC Freiburg,SCF,28,12,9,7,44:33,11,45
6,1899 Hoffenheim,TSG,28,13,5,10,50:42,8,44
7,1. FC Union Berlin,FCU,28,11,8,9,34:38,-4,41
8,1. FC Köln,KOE,28,10,10,8,38:41,-3,40
9,Eintracht Frankfurt,SGE,28,10,9,9,39:38,1,39
10,1. FSV Mainz 05,M05,28,11,5,12,41:33,8,38
11,VfL Bochum,BOC,28,10,5,13,30:40,-10,35
12,Bor. Mönchengladbach,BMG,28,9,7,12,39:52,-13,34
13,FC Augsburg,FCA,28,8,8,12,34:45,-11,32
14,VfL Wolfsburg,WOB,28,9,4,15,29:45,-16,31
15,VfB Stuttgart,VFB,28,6,9,13,36:51,-15,27
16,Arminia Bielefeld,DSC,28,5,11,12,23:39,-16,26
17,Hertha BSC,BSC,28,7,5,16,30:62,-32,26
18,SpVgg Greuther Fürth,SGF,28,3,7,18,24:70,-46,16
