#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,13,1,2,52:16,36,40
2,Borussia Dortmund,BVB,16,11,1,4,39:23,16,34
3,Bayer Leverkusen,B04,16,8,4,4,39:26,13,28
4,1899 Hoffenheim,TSG,16,8,3,5,34:25,9,27
5,SC Freiburg,SCF,16,7,5,4,26:15,11,26
6,1. FSV Mainz 05,M05,16,7,3,6,25:16,9,24
7,Eintracht Frankfurt,SGE,16,6,6,4,26:24,2,24
8,1. FC Union Berlin,FCU,16,6,6,4,22:21,1,24
9,RB Leipzig,RBL,16,6,4,6,30:20,10,22
10,1. FC Köln,KOE,16,5,7,4,26:27,-1,22
11,VfL Wolfsburg,WOB,16,6,2,8,17:25,-8,20
12,VfL Bochum,BOC,16,6,2,8,16:25,-9,20
13,Bor. Mönchengladbach,BMG,16,5,3,8,21:31,-10,18
14,Hertha BSC,BSC,16,5,3,8,17:33,-16,18
15,VfB Stuttgart,VFB,16,4,5,7,22:30,-8,17
16,FC Augsburg,FCA,16,4,5,7,17:26,-9,17
17,Arminia Bielefeld,DSC,16,2,7,7,12:22,-10,13
18,SpVgg Greuther Fürth,SGF,16,1,1,14,13:49,-36,4
