#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,8,1,1,38:10,28,25
2,Borussia Dortmund,BVB,10,8,0,2,27:15,12,24
3,SC Freiburg,SCF,10,6,4,0,17:7,10,22
4,Bayer Leverkusen,B04,10,5,2,3,23:16,7,17
5,1. FSV Mainz 05,M05,10,5,1,4,14:10,4,16
6,1. FC Union Berlin,FCU,10,4,4,2,15:15,0,16
7,VfL Wolfsburg,WOB,10,5,1,4,11:12,-1,16
8,RB Leipzig,RBL,10,4,3,3,21:10,11,15
9,1899 Hoffenheim,TSG,10,4,2,4,19:15,4,14
10,Bor. Mönchengladbach,BMG,10,4,2,4,12:13,-1,14
11,1. FC Köln,KOE,10,3,4,3,15:18,-3,13
12,Hertha BSC,BSC,10,4,0,6,11:23,-12,12
13,VfB Stuttgart,VFB,10,2,4,4,15:19,-4,10
14,VfL Bochum,BOC,10,3,1,6,8:18,-10,10
15,Eintracht Frankfurt,SGE,10,1,6,3,10:15,-5,9
16,FC Augsburg,FCA,10,2,3,5,9:19,-10,9
17,Arminia Bielefeld,DSC,10,0,5,5,6:16,-10,5
18,SpVgg Greuther Fürth,SGF,10,0,1,9,7:27,-20,1
