#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,10,1,2,42:13,29,31
2,Borussia Dortmund,BVB,13,10,0,3,33:19,14,30
3,Bayer Leverkusen,B04,13,7,3,3,28:18,10,24
4,SC Freiburg,SCF,13,6,4,3,19:13,6,22
5,1899 Hoffenheim,TSG,13,6,2,5,27:20,7,20
6,1. FC Union Berlin,FCU,13,5,5,3,20:19,1,20
7,VfL Wolfsburg,WOB,13,6,2,5,15:17,-2,20
8,RB Leipzig,RBL,13,5,3,5,24:16,8,18
9,1. FSV Mainz 05,M05,13,5,3,5,17:14,3,18
10,1. FC Köln,KOE,13,4,6,3,22:22,0,18
11,Bor. Mönchengladbach,BMG,13,5,3,5,18:18,0,18
12,Eintracht Frankfurt,SGE,13,4,6,3,16:17,-1,18
13,VfL Bochum,BOC,13,5,1,7,12:20,-8,16
14,Hertha BSC,BSC,13,4,2,7,13:27,-14,14
15,VfB Stuttgart,VFB,13,3,4,6,18:23,-5,13
16,FC Augsburg,FCA,13,3,4,6,12:22,-10,13
17,Arminia Bielefeld,DSC,13,1,6,6,9:19,-10,9
18,SpVgg Greuther Fürth,SGF,13,0,1,12,11:39,-28,1
