#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,24,19,1,4,75:26,49,58
2,Borussia Dortmund,BVB,24,16,2,6,64:37,27,50
3,Bayer Leverkusen,B04,24,13,5,6,63:39,24,44
4,RB Leipzig,RBL,24,12,4,8,50:28,22,40
5,SC Freiburg,SCF,24,11,7,6,39:26,13,40
6,1899 Hoffenheim,TSG,24,12,4,8,47:36,11,40
7,1. FC Union Berlin,FCU,24,10,7,7,32:32,0,37
8,1. FC Köln,KOE,24,9,9,6,36:38,-2,36
9,1. FSV Mainz 05,M05,24,10,4,10,35:29,6,34
10,Eintracht Frankfurt,SGE,24,8,7,9,33:36,-3,31
11,VfL Bochum,BOC,24,8,5,11,25:34,-9,29
12,VfL Wolfsburg,WOB,24,8,4,12,26:37,-11,28
13,Bor. Mönchengladbach,BMG,24,7,6,11,32:48,-16,27
14,Arminia Bielefeld,DSC,24,5,10,9,22:32,-10,25
15,FC Augsburg,FCA,24,5,8,11,26:41,-15,23
16,Hertha BSC,BSC,24,6,5,13,25:54,-29,23
17,VfB Stuttgart,VFB,24,4,7,13,28:45,-17,19
18,SpVgg Greuther Fürth,SGF,24,3,5,16,22:62,-40,14
