#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,14,9,4,1,26:8,18,31
2,Bayern München,FCB,15,10,1,4,34:19,15,31
3,Hertha BSC,BSC,15,10,1,4,34:21,13,31
4,Werder Bremen,SVW,14,9,3,2,28:15,13,30
5,Bayer Leverkusen,B04,14,9,1,4,28:14,14,28
6,1. FC Kaiserslautern,FCK,15,8,3,4,24:17,7,27
7,VfL Wolfsburg,WOB,15,7,5,3,34:17,17,26
8,1. FC Köln,KOE,15,7,5,3,28:15,13,26
9,VfB Stuttgart,VFB,15,7,5,3,28:19,9,26
10,Borussia Dortmund,BVB,14,8,2,4,26:17,9,26
11,Hamburger SV,HSV,14,7,4,3,29:18,11,25
12,Energie Cottbus,FCE,15,8,1,6,22:18,4,25
13,SpVgg Unterhaching,UNT,15,6,6,3,17:14,3,24
14,SC Freiburg,SCF,14,6,5,3,26:12,14,23
15,FC Hansa Rostock,ROS,14,6,4,4,19:19,0,22
16,Eintracht Frankfurt,SGE,14,6,3,5,21:19,2,21
17,TSV 1860 München,M60,14,6,3,5,18:22,-4,21
18,VfL Bochum,BOC,15,5,3,7,18:24,-6,18
