#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,16,11,4,1,31:10,21,37
2,Hertha BSC,BSC,16,11,1,4,37:21,16,34
3,Bayern München,FCB,16,11,1,4,35:19,16,34
4,Werder Bremen,SVW,16,9,4,3,30:18,12,31
5,Borussia Dortmund,BVB,16,9,3,4,31:17,14,30
6,SC Freiburg,SCF,16,8,5,3,32:14,18,29
7,1. FC Köln,KOE,16,8,5,3,32:15,17,29
8,Bayer Leverkusen,B04,16,9,2,5,29:16,13,29
9,Hamburger SV,HSV,16,8,5,3,32:20,12,29
10,VfB Stuttgart,VFB,16,8,5,3,30:20,10,29
11,Energie Cottbus,FCE,16,9,1,6,23:18,5,28
12,FC Hansa Rostock,ROS,16,8,4,4,22:20,2,28
13,VfL Wolfsburg,WOB,16,7,6,3,35:18,17,27
14,1. FC Kaiserslautern,FCK,16,8,3,5,24:18,6,27
15,SpVgg Unterhaching,UNT,16,7,6,3,20:16,4,27
16,TSV 1860 München,M60,16,8,3,5,23:24,-1,27
17,Eintracht Frankfurt,SGE,16,7,3,6,24:21,3,24
18,VfL Bochum,BOC,16,5,4,7,19:25,-6,19
