#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,6,6,0,0,21:4,17,18
2,Eintracht Frankfurt,SGE,6,5,1,0,15:2,13,16
3,Bayern München,FCB,6,5,0,1,19:7,12,15
4,FC Schalke 04,S04,6,4,2,0,13:4,9,14
5,Hamburger SV,HSV,6,4,1,1,15:6,9,13
6,1. FC Köln,KOE,6,4,1,1,15:8,7,13
7,1. FC Kaiserslautern,FCK,6,4,1,1,10:5,5,13
8,Bayer Leverkusen,B04,6,4,1,1,7:2,5,13
9,VfL Wolfsburg,WOB,6,3,3,0,19:8,11,12
10,VfB Stuttgart,VFB,6,3,3,0,13:8,5,12
11,Energie Cottbus,FCE,6,4,0,2,9:7,2,12
12,SC Freiburg,SCF,6,3,1,2,11:4,7,10
13,Werder Bremen,SVW,6,2,3,1,11:8,3,9
14,SpVgg Unterhaching,UNT,6,2,3,1,8:7,1,9
15,Borussia Dortmund,BVB,6,3,0,3,7:9,-2,9
16,TSV 1860 München,M60,6,2,2,2,8:10,-2,8
17,VfL Bochum,BOC,6,2,1,3,7:11,-4,7
18,FC Hansa Rostock,ROS,6,1,3,2,4:9,-5,6
