#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,15,10,4,1,29:9,20,34
2,Hertha BSC,BSC,16,11,1,4,37:21,16,34
3,Bayern München,FCB,16,11,1,4,35:19,16,34
4,Werder Bremen,SVW,15,9,3,3,30:18,12,30
5,1. FC Köln,KOE,16,8,5,3,32:15,17,29
6,Borussia Dortmund,BVB,15,9,2,4,31:17,14,29
7,Bayer Leverkusen,B04,15,9,2,4,29:15,14,29
8,VfB Stuttgart,VFB,16,8,5,3,30:20,10,29
9,Hamburger SV,HSV,15,8,4,3,31:19,12,28
10,Energie Cottbus,FCE,16,9,1,6,23:18,5,28
11,VfL Wolfsburg,WOB,16,7,6,3,35:18,17,27
12,1. FC Kaiserslautern,FCK,16,8,3,5,24:18,6,27
13,SpVgg Unterhaching,UNT,16,7,6,3,20:16,4,27
14,SC Freiburg,SCF,15,7,5,3,31:14,17,26
15,FC Hansa Rostock,ROS,15,7,4,4,21:20,1,25
16,TSV 1860 München,M60,15,7,3,5,20:23,-3,24
17,Eintracht Frankfurt,SGE,15,6,3,6,21:21,0,21
18,VfL Bochum,BOC,16,5,4,7,19:25,-6,19
