#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Union Berlin,FCU,6,4,2,0,13:4,9,14
2,SC Freiburg,SCF,6,4,1,1,10:5,5,13
3,Bayern München,FCB,6,3,3,0,19:5,14,12
4,1899 Hoffenheim,TSG,6,4,0,2,12:7,5,12
5,Borussia Dortmund,BVB,6,4,0,2,8:7,1,12
6,1. FSV Mainz 05,M05,6,3,1,2,6:9,-3,10
7,1. FC Köln,KOE,6,2,3,1,10:7,3,9
8,Bor. Mönchengladbach,BMG,6,2,3,1,7:5,2,9
9,Werder Bremen,SVW,6,2,2,2,12:11,1,8
10,RB Leipzig,RBL,6,2,2,2,9:9,0,8
11,Eintracht Frankfurt,SGE,6,2,2,2,11:12,-1,8
12,FC Schalke 04,S04,6,1,3,2,8:13,-5,6
13,FC Augsburg,FCA,6,2,0,4,4:10,-6,6
14,VfB Stuttgart,VFB,6,0,5,1,6:7,-1,5
15,Hertha BSC,BSC,6,1,2,3,6:8,-2,5
16,VfL Wolfsburg,WOB,6,1,2,3,5:10,-5,5
17,Bayer Leverkusen,B04,6,1,1,4,8:11,-3,4
18,VfL Bochum,BOC,6,0,0,6,4:18,-14,0
