#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Union Berlin,FCU,10,7,2,1,18:6,12,23
2,Bayern München,FCB,10,5,4,1,30:8,22,19
3,SC Freiburg,SCF,10,5,3,2,14:13,1,18
4,1899 Hoffenheim,TSG,10,5,2,3,17:10,7,17
5,Eintracht Frankfurt,SGE,10,5,2,3,21:17,4,17
6,Bor. Mönchengladbach,BMG,10,4,4,2,18:14,4,16
7,1. FC Köln,KOE,10,4,4,2,19:17,2,16
8,Borussia Dortmund,BVB,10,5,1,4,13:14,-1,16
9,Werder Bremen,SVW,10,4,3,3,20:16,4,15
10,RB Leipzig,RBL,10,4,3,3,17:15,2,15
11,1. FSV Mainz 05,M05,10,4,3,3,11:13,-2,15
12,FC Augsburg,FCA,10,4,1,5,11:16,-5,13
13,VfL Wolfsburg,WOB,10,2,4,4,11:17,-6,10
14,VfB Stuttgart,VFB,10,1,5,4,13:15,-2,8
15,Hertha BSC,BSC,10,1,5,4,12:15,-3,8
16,Bayer Leverkusen,B04,10,2,2,6,14:21,-7,8
17,FC Schalke 04,S04,10,1,3,6,10:24,-14,6
18,VfL Bochum,BOC,10,1,1,8,9:27,-18,4
