#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,21,12,7,2,61:21,40,43
2,Borussia Dortmund,BVB,21,14,1,6,44:27,17,43
3,1. FC Union Berlin,FCU,21,13,4,4,35:24,11,43
4,SC Freiburg,SCF,21,12,4,5,34:31,3,40
5,RB Leipzig,RBL,21,11,6,4,43:26,17,39
6,Eintracht Frankfurt,SGE,21,11,5,5,42:29,13,38
7,VfL Wolfsburg,WOB,21,8,6,7,38:29,9,30
8,Bor. Mönchengladbach,BMG,21,8,5,8,38:35,3,29
9,1. FSV Mainz 05,M05,21,8,5,8,33:34,-1,29
10,Bayer Leverkusen,B04,21,8,3,10,35:35,0,27
11,Werder Bremen,SVW,21,8,3,10,31:41,-10,27
12,1. FC Köln,KOE,21,6,8,7,32:34,-2,26
13,FC Augsburg,FCA,21,7,3,11,26:36,-10,24
14,VfB Stuttgart,VFB,21,4,7,10,26:36,-10,19
15,1899 Hoffenheim,TSG,21,5,4,12,29:40,-11,19
16,VfL Bochum,BOC,21,6,1,14,24:51,-27,19
17,Hertha BSC,BSC,21,4,5,12,25:40,-15,17
18,FC Schalke 04,S04,21,2,7,12,14:41,-27,13
