#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,10,4,1,49:13,36,34
2,SC Freiburg,SCF,15,9,3,3,25:17,8,30
3,RB Leipzig,RBL,15,8,4,3,30:21,9,28
4,Eintracht Frankfurt,SGE,15,8,3,4,32:24,8,27
5,1. FC Union Berlin,FCU,15,8,3,4,24:20,4,27
6,Borussia Dortmund,BVB,15,8,1,6,25:21,4,25
7,VfL Wolfsburg,WOB,15,6,5,4,24:20,4,23
8,Bor. Mönchengladbach,BMG,15,6,4,5,28:24,4,22
9,Werder Bremen,SVW,15,6,3,6,25:27,-2,21
10,1. FSV Mainz 05,M05,15,5,4,6,19:24,-5,19
11,1899 Hoffenheim,TSG,15,5,3,7,22:22,0,18
12,Bayer Leverkusen,B04,15,5,3,7,25:26,-1,18
13,1. FC Köln,KOE,15,4,5,6,21:29,-8,17
14,FC Augsburg,FCA,15,4,3,8,18:26,-8,15
15,Hertha BSC,BSC,15,3,5,7,19:22,-3,14
16,VfB Stuttgart,VFB,15,3,5,7,18:27,-9,14
17,VfL Bochum,BOC,15,4,1,10,14:36,-22,13
18,FC Schalke 04,S04,15,2,3,10,13:32,-19,9
