#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,30,18,8,4,81:33,48,62
2,Borussia Dortmund,BVB,30,19,4,7,67:40,27,61
3,1. FC Union Berlin,FCU,30,16,8,6,44:31,13,56
4,SC Freiburg,SCF,30,16,8,6,46:37,9,56
5,RB Leipzig,RBL,30,16,6,8,54:37,17,54
6,Bayer Leverkusen,B04,30,14,6,10,53:41,12,48
7,VfL Wolfsburg,WOB,30,12,10,8,54:37,17,46
8,1. FSV Mainz 05,M05,30,12,9,9,49:43,6,45
9,Eintracht Frankfurt,SGE,30,11,10,9,50:46,4,43
10,Bor. Mönchengladbach,BMG,30,9,9,12,44:48,-4,36
11,1. FC Köln,KOE,30,8,11,11,40:48,-8,35
12,Werder Bremen,SVW,30,10,5,15,48:58,-10,35
13,FC Augsburg,FCA,30,8,7,15,39:55,-16,31
14,1899 Hoffenheim,TSG,30,8,5,17,39:51,-12,29
15,VfB Stuttgart,VFB,30,6,10,14,38:52,-14,28
16,VfL Bochum,BOC,30,8,4,18,33:67,-34,28
17,FC Schalke 04,S04,30,6,9,15,28:57,-29,27
18,Hertha BSC,BSC,30,5,7,18,35:61,-26,22
