#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Union Berlin,FCU,11,7,2,2,19:8,11,23
2,Bayern München,FCB,11,6,4,1,32:8,24,22
3,SC Freiburg,SCF,11,6,3,2,16:13,3,21
4,Eintracht Frankfurt,SGE,11,6,2,3,24:18,6,20
5,Borussia Dortmund,BVB,11,6,1,4,18:14,4,19
6,1. FSV Mainz 05,M05,11,5,3,3,16:13,3,18
7,1899 Hoffenheim,TSG,11,5,2,4,17:12,5,17
8,RB Leipzig,RBL,11,4,4,3,20:18,2,16
9,Bor. Mönchengladbach,BMG,11,4,4,3,19:17,2,16
10,1. FC Köln,KOE,11,4,4,3,19:22,-3,16
11,Werder Bremen,SVW,11,4,3,4,20:18,2,15
12,FC Augsburg,FCA,11,4,2,5,14:19,-5,14
13,Hertha BSC,BSC,11,2,5,4,14:16,-2,11
14,VfL Wolfsburg,WOB,11,2,5,4,13:19,-6,11
15,Bayer Leverkusen,B04,11,2,3,6,16:23,-7,9
16,VfB Stuttgart,VFB,11,1,5,5,13:20,-7,8
17,VfL Bochum,BOC,11,2,1,8,11:28,-17,7
18,FC Schalke 04,S04,11,1,3,7,11:26,-15,6
