#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,6,5,1,0,16:2,14,16
2,Hertha BSC,BSC,6,4,1,1,11:7,4,13
3,Borussia Dortmund,BVB,6,4,0,2,16:6,10,12
4,1. FC Köln,KOE,6,3,3,0,10:3,7,12
5,RB Leipzig,RBL,6,3,3,0,11:5,6,12
6,Bayer Leverkusen,B04,6,3,1,2,10:7,3,10
7,1899 Hoffenheim,TSG,6,2,4,0,11:9,2,10
8,Eintracht Frankfurt,SGE,6,3,1,2,8:6,2,10
9,Bor. Mönchengladbach,BMG,6,3,1,2,10:10,0,10
10,SC Freiburg,SCF,6,3,0,3,7:9,-2,9
11,1. FSV Mainz 05,M05,6,2,2,2,12:11,1,8
12,FC Augsburg,FCA,6,2,1,3,5:8,-3,7
13,VfL Wolfsburg,WOB,6,1,3,2,4:7,-3,6
14,SV Darmstadt 98,D98,6,1,2,3,4:12,-8,5
15,Werder Bremen,SVW,6,1,1,4,7:17,-10,4
16,FC Schalke 04,S04,6,1,0,5,6:10,-4,3
17,FC Ingolstadt 04,FCI,6,0,1,5,3:12,-9,1
18,Hamburger SV,HSV,6,0,1,5,2:12,-10,1
