#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,1,1,0,0,6:0,6,3
2,1. FC Köln,KOE,1,1,0,0,2:0,2,3
2,VfL Wolfsburg,WOB,1,1,0,0,2:0,2,3
4,Bor. Mönchengladbach,BMG,1,1,0,0,2:1,1,3
4,Borussia Dortmund,BVB,1,1,0,0,2:1,1,3
4,Hertha BSC,BSC,1,1,0,0,2:1,1,3
7,Eintracht Frankfurt,SGE,1,1,0,0,1:0,1,3
8,1899 Hoffenheim,TSG,1,0,1,0,2:2,0,1
8,RB Leipzig,RBL,1,0,1,0,2:2,0,1
10,FC Ingolstadt 04,FCI,1,0,1,0,1:1,0,1
10,Hamburger SV,HSV,1,0,1,0,1:1,0,1
12,1. FSV Mainz 05,M05,1,0,0,1,1:2,-1,0
12,Bayer Leverkusen,B04,1,0,0,1,1:2,-1,0
12,SC Freiburg,SCF,1,0,0,1,1:2,-1,0
15,FC Schalke 04,S04,1,0,0,1,0:1,-1,0
16,FC Augsburg,FCA,1,0,0,1,0:2,-2,0
16,SV Darmstadt 98,D98,1,0,0,1,0:2,-2,0
18,Werder Bremen,SVW,1,0,0,1,0:6,-6,0
