#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,4,4,0,0,14:3,11,12
2,Bayer Leverkusen,B04,4,4,0,0,12:4,8,12
3,Hannover 96,H96,4,4,0,0,10:3,7,12
4,Bayern München,FCB,4,4,0,0,8:1,7,12
5,Bor. Mönchengladbach,BMG,3,3,0,0,11:2,9,9
6,Hertha BSC,BSC,4,3,0,1,10:3,7,9
7,VfL Wolfsburg,WOB,3,3,0,0,8:1,7,9
8,FC Augsburg,FCA,4,2,1,1,6:8,-2,7
9,1899 Hoffenheim,TSG,4,1,3,0,10:9,1,6
10,1. FSV Mainz 05,M05,4,2,0,2,6:7,-1,6
11,VfB Stuttgart,VFB,3,1,1,1,7:4,3,4
12,FC Schalke 04,S04,3,1,1,1,5:7,-2,4
13,Werder Bremen,SVW,3,1,1,1,4:6,-2,4
14,Hamburger SV,HSV,3,1,0,2,5:7,-2,3
15,1. FC Nürnberg,FCN,3,0,2,1,3:4,-1,2
15,SC Freiburg,SCF,3,0,2,1,3:4,-1,2
17,Eintracht Frankfurt,SGE,3,0,1,2,3:5,-2,1
18,Eintracht Braunschweig,BNS,4,0,1,3,1:8,-7,1
