#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,7,0,0,18:4,14,21
2,Bayer Leverkusen,B04,7,6,1,0,20:9,11,19
3,Borussia Dortmund,BVB,6,6,0,0,21:4,17,18
4,Bor. Mönchengladbach,BMG,6,6,0,0,20:4,16,18
5,VfL Wolfsburg,WOB,6,5,0,1,13:4,9,15
6,Hannover 96,H96,7,4,2,1,12:8,4,14
7,1. FSV Mainz 05,M05,7,4,1,2,11:9,2,13
8,Hertha BSC,BSC,6,4,0,2,11:5,6,12
9,FC Schalke 04,S04,6,3,1,2,13:12,1,10
10,FC Augsburg,FCA,6,3,1,2,9:11,-2,10
11,Werder Bremen,SVW,5,2,2,1,7:8,-1,8
12,VfB Stuttgart,VFB,5,1,3,1,9:6,3,6
13,1899 Hoffenheim,TSG,7,1,3,3,14:16,-2,6
14,Hamburger SV,HSV,5,1,1,3,8:12,-4,4
15,Eintracht Braunschweig,BNS,6,1,1,4,4:11,-7,4
16,SC Freiburg,SCF,6,0,3,3,5:11,-6,3
17,Eintracht Frankfurt,SGE,5,0,2,3,5:8,-3,2
18,1. FC Nürnberg,FCN,5,0,2,3,3:12,-9,2
