#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,6,5,0,1,16:6,10,15
2,FC Schalke 04,S04,6,4,2,0,15:3,12,14
3,Borussia Dortmund,BVB,6,4,0,2,12:11,1,12
4,TSV 1860 München,M60,6,3,2,1,11:8,3,11
5,Eintracht Frankfurt,SGE,6,3,1,2,10:7,3,10
6,Bayer Leverkusen,B04,6,3,1,2,8:8,0,10
7,SC Freiburg,SCF,6,2,3,1,10:5,5,9
8,Hertha BSC,BSC,6,3,0,3,14:11,3,9
9,Hamburger SV,HSV,6,2,2,2,14:14,0,8
10,VfL Wolfsburg,WOB,6,2,1,3,12:12,0,7
11,VfB Stuttgart,VFB,6,2,1,3,7:10,-3,7
12,1. FC Kaiserslautern,FCK,6,2,1,3,4:7,-3,7
13,FC Hansa Rostock,ROS,6,2,1,3,3:10,-7,7
14,VfL Bochum,BOC,6,2,1,3,4:13,-9,7
15,1. FC Köln,KOE,6,1,2,3,8:9,-1,5
15,Werder Bremen,SVW,6,1,2,3,8:9,-1,5
17,SpVgg Unterhaching,UNT,6,1,2,3,7:10,-3,5
18,Energie Cottbus,FCE,6,1,0,5,6:16,-10,3
