#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,29,15,7,7,54:28,26,52
2,Bayern München,FCB,29,15,5,9,55:35,20,50
3,Bayer Leverkusen,B04,29,15,4,10,50:37,13,49
4,Borussia Dortmund,BVB,29,14,7,8,49:37,12,49
5,Hertha BSC,BSC,29,16,1,12,52:47,5,49
6,1. FC Kaiserslautern,FCK,29,15,4,10,45:44,1,49
7,Werder Bremen,SVW,29,13,7,9,44:42,2,46
8,SC Freiburg,SCF,29,11,10,8,41:32,9,43
9,1. FC Köln,KOE,29,11,9,9,49:41,8,42
10,VfL Wolfsburg,WOB,29,10,10,9,51:36,15,40
11,TSV 1860 München,M60,29,10,7,12,36:49,-13,37
12,FC Hansa Rostock,ROS,29,10,6,13,30:41,-11,36
13,Hamburger SV,HSV,29,9,8,12,51:50,1,35
14,VfB Stuttgart,VFB,29,7,10,12,37:44,-7,31
15,SpVgg Unterhaching,UNT,29,7,10,12,28:47,-19,31
16,Energie Cottbus,FCE,29,9,3,17,32:45,-13,30
17,Eintracht Frankfurt,SGE,29,8,5,16,36:59,-23,29
18,VfL Bochum,BOC,29,7,5,17,28:54,-26,26
