#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,12,8,0,4,28:17,11,24
2,Bayern München,FCB,12,7,1,4,28:15,13,22
3,Bayer Leverkusen,B04,12,6,4,2,15:11,4,22
4,FC Schalke 04,S04,12,6,3,3,25:13,12,21
5,1. FC Kaiserslautern,FCK,12,6,2,4,17:14,3,20
6,Borussia Dortmund,BVB,12,6,1,5,19:22,-3,19
7,Hamburger SV,HSV,12,5,3,4,29:23,6,18
8,VfL Wolfsburg,WOB,12,4,5,3,27:18,9,17
9,Eintracht Frankfurt,SGE,12,5,2,5,17:16,1,17
10,1. FC Köln,KOE,12,4,3,5,19:23,-4,15
11,FC Hansa Rostock,ROS,12,4,3,5,9:17,-8,15
12,TSV 1860 München,M60,12,3,5,4,15:19,-4,14
13,Energie Cottbus,FCE,12,4,2,6,14:22,-8,14
14,Werder Bremen,SVW,12,3,4,5,16:19,-3,13
15,VfB Stuttgart,VFB,12,3,4,5,18:22,-4,13
16,SC Freiburg,SCF,12,3,3,6,13:17,-4,12
17,SpVgg Unterhaching,UNT,12,2,5,5,13:21,-8,11
18,VfL Bochum,BOC,12,3,2,7,9:22,-13,11
