#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,18,10,4,4,37:19,18,34
2,Bayern München,FCB,18,10,3,5,37:20,17,33
3,Borussia Dortmund,BVB,18,10,3,5,29:25,4,33
4,Bayer Leverkusen,B04,18,9,4,5,28:21,7,31
5,1. FC Kaiserslautern,FCK,18,9,3,6,26:23,3,30
6,Hertha BSC,BSC,18,9,1,8,37:34,3,28
7,VfL Wolfsburg,WOB,18,7,6,5,36:24,12,27
8,1. FC Köln,KOE,18,7,5,6,33:29,4,26
9,SC Freiburg,SCF,18,6,6,6,25:21,4,24
10,TSV 1860 München,M60,18,6,6,6,24:31,-7,24
11,Hamburger SV,HSV,18,6,3,9,35:34,1,21
12,Werder Bremen,SVW,18,5,6,7,23:29,-6,21
13,SpVgg Unterhaching,UNT,18,5,6,7,19:27,-8,21
14,FC Hansa Rostock,ROS,18,6,3,9,19:29,-10,21
15,Eintracht Frankfurt,SGE,18,6,2,10,22:31,-9,20
16,Energie Cottbus,FCE,18,6,2,10,22:32,-10,20
17,VfB Stuttgart,VFB,18,4,6,8,25:30,-5,18
18,VfL Bochum,BOC,18,5,3,10,16:34,-18,18
