#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,21,15,4,2,52:21,31,49
2,Bayern München,FCB,21,12,6,3,45:22,23,42
3,VfB Stuttgart,VFB,21,11,6,4,27:10,17,39
4,Bayer Leverkusen,B04,21,10,6,5,38:25,13,36
5,VfL Bochum,BOC,21,10,6,5,36:24,12,36
6,Borussia Dortmund,BVB,21,10,4,7,36:28,8,34
7,FC Schalke 04,S04,21,8,8,5,26:23,3,32
8,VfL Wolfsburg,WOB,21,9,1,11,40:40,0,28
9,Hamburger SV,HSV,21,7,6,8,28:34,-6,27
10,FC Hansa Rostock,ROS,21,7,5,9,32:32,0,26
11,SC Freiburg,SCF,21,7,4,10,30:46,-16,25
12,Hannover 96,H96,21,6,6,9,37:47,-10,24
13,TSV 1860 München,M60,21,6,5,10,21:32,-11,23
14,Bor. Mönchengladbach,BMG,21,5,6,10,22:30,-8,21
15,1. FC Kaiserslautern,FCK,21,7,3,11,23:34,-11,21
16,Eintracht Frankfurt,SGE,21,5,5,11,22:32,-10,20
17,Hertha BSC,BSC,21,4,7,10,20:41,-21,19
18,1. FC Köln,KOE,21,4,4,13,16:30,-14,16
