#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,6,4,2,0,6:0,6,14
2,Bayer Leverkusen,B04,6,4,1,1,14:6,8,13
3,Werder Bremen,SVW,6,4,1,1,12:5,7,13
4,VfL Wolfsburg,WOB,6,4,0,2,14:12,2,12
5,Bayern München,FCB,6,3,2,1,15:10,5,11
6,Hannover 96,H96,6,3,2,1,14:12,2,11
7,Borussia Dortmund,BVB,6,3,1,2,11:6,5,10
8,TSV 1860 München,M60,6,3,1,2,7:7,0,10
9,SC Freiburg,SCF,6,2,3,1,11:10,1,9
10,VfL Bochum,BOC,6,2,2,2,8:8,0,8
11,FC Schalke 04,S04,6,1,3,2,7:10,-3,6
12,FC Hansa Rostock,ROS,6,1,2,3,9:11,-2,5
13,1. FC Kaiserslautern,FCK,6,2,1,3,7:8,-1,4
14,Hertha BSC,BSC,6,0,4,2,4:8,-4,4
15,Eintracht Frankfurt,SGE,6,1,1,4,5:11,-6,4
16,Bor. Mönchengladbach,BMG,6,1,1,4,3:10,-7,4
17,Hamburger SV,HSV,6,1,1,4,4:13,-9,4
18,1. FC Köln,KOE,6,1,0,5,6:10,-4,3
