#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,19,14,3,2,51:21,30,45
2,Bayern München,FCB,19,11,6,2,44:21,23,39
3,VfB Stuttgart,VFB,19,11,5,3,26:8,18,38
4,Bayer Leverkusen,B04,19,10,5,4,35:20,15,35
5,VfL Bochum,BOC,19,8,6,5,32:23,9,30
6,Borussia Dortmund,BVB,19,8,4,7,33:28,5,28
7,FC Schalke 04,S04,19,7,7,5,24:23,1,28
8,VfL Wolfsburg,WOB,19,8,1,10,37:37,0,25
9,Hamburger SV,HSV,19,6,6,7,26:33,-7,24
10,SC Freiburg,SCF,19,7,3,9,26:41,-15,24
11,TSV 1860 München,M60,19,6,5,8,20:27,-7,23
12,Hannover 96,H96,19,6,5,8,34:42,-8,23
13,FC Hansa Rostock,ROS,19,6,4,9,28:30,-2,22
14,Bor. Mönchengladbach,BMG,19,5,4,10,19:27,-8,19
15,1. FC Kaiserslautern,FCK,19,6,3,10,22:33,-11,18
16,Eintracht Frankfurt,SGE,19,4,4,11,19:30,-11,16
17,1. FC Köln,KOE,19,4,4,11,16:27,-11,16
18,Hertha BSC,BSC,19,3,7,9,16:37,-21,16
