#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,15,8,7,0,30:9,21,31
2,Werder Bremen,SVW,15,7,7,1,31:12,19,28
3,FC Schalke 04,S04,15,8,4,3,23:13,10,28
4,Bayern München,FCB,15,7,6,2,24:12,12,27
5,Hamburger SV,HSV,15,6,7,2,28:18,10,25
6,1899 Hoffenheim,TSG,15,7,3,5,25:13,12,24
7,Borussia Dortmund,BVB,15,6,6,3,19:16,3,24
8,VfL Wolfsburg,WOB,15,6,5,4,29:27,2,23
9,1. FSV Mainz 05,M05,15,6,5,4,20:20,0,23
10,Eintracht Frankfurt,SGE,15,6,4,5,19:21,-2,22
11,Bor. Mönchengladbach,BMG,15,5,3,7,17:23,-6,18
12,Hannover 96,H96,15,4,5,6,16:19,-3,17
13,SC Freiburg,SCF,15,5,2,8,19:32,-13,17
14,1. FC Köln,KOE,15,3,5,7,7:15,-8,14
15,VfL Bochum,BOC,15,3,4,8,14:26,-12,13
16,VfB Stuttgart,VFB,15,2,6,7,12:21,-9,12
17,1. FC Nürnberg,FCN,15,3,3,9,12:25,-13,12
18,Hertha BSC,BSC,15,1,2,12,9:32,-23,5
