#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,18,10,8,0,39:15,24,38
2,FC Schalke 04,S04,18,11,4,3,27:13,14,37
3,Bayern München,FCB,18,10,6,2,36:15,21,36
4,Hamburger SV,HSV,18,9,7,2,36:19,17,34
5,Borussia Dortmund,BVB,18,9,6,3,26:19,7,33
6,Werder Bremen,SVW,18,7,7,4,32:17,15,28
7,Eintracht Frankfurt,SGE,18,7,6,5,23:24,-1,27
8,1899 Hoffenheim,TSG,18,7,4,7,27:19,8,25
9,VfL Wolfsburg,WOB,18,6,6,6,33:35,-2,24
10,1. FSV Mainz 05,M05,18,6,6,6,23:26,-3,24
11,Bor. Mönchengladbach,BMG,18,6,3,9,25:31,-6,21
12,VfB Stuttgart,VFB,18,4,7,7,19:24,-5,19
13,VfL Bochum,BOC,18,5,4,9,20:34,-14,19
14,1. FC Köln,KOE,18,4,6,8,12:18,-6,18
15,SC Freiburg,SCF,18,5,3,10,19:35,-16,18
16,Hannover 96,H96,18,4,5,9,21:30,-9,17
17,1. FC Nürnberg,FCN,18,3,3,12,12:33,-21,12
18,Hertha BSC,BSC,18,2,3,13,16:39,-23,9
