#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,25,15,8,2,51:21,30,53
2,FC Schalke 04,S04,25,15,6,4,40:19,21,51
3,Bayer Leverkusen,B04,25,13,11,1,52:23,29,50
4,Hamburger SV,HSV,25,11,10,4,44:26,18,43
5,Borussia Dortmund,BVB,25,12,6,7,39:32,7,42
6,Werder Bremen,SVW,25,10,9,6,50:31,19,39
7,VfB Stuttgart,VFB,25,9,8,8,36:33,3,35
8,Eintracht Frankfurt,SGE,25,9,8,8,32:36,-4,35
9,1. FSV Mainz 05,M05,25,9,8,8,28:32,-4,35
10,VfL Wolfsburg,WOB,25,9,7,9,45:46,-1,34
11,1899 Hoffenheim,TSG,25,9,5,11,34:30,4,32
12,Bor. Mönchengladbach,BMG,25,8,6,11,34:42,-8,30
13,1. FC Köln,KOE,25,6,9,10,22:32,-10,27
14,VfL Bochum,BOC,25,6,9,10,26:42,-16,27
15,1. FC Nürnberg,FCN,25,5,6,14,22:42,-20,21
16,Hannover 96,H96,25,5,5,15,27:47,-20,20
17,SC Freiburg,SCF,25,5,5,15,23:47,-24,20
18,Hertha BSC,BSC,25,3,6,16,21:45,-24,15
