#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,2,2,0,0,5:1,4,6
1,VfL Wolfsburg,WOB,2,2,0,0,5:1,4,6
3,Hamburger SV,HSV,2,1,1,0,5:2,3,4
4,Bor. Mönchengladbach,BMG,2,1,1,0,5:4,1,4
5,Eintracht Frankfurt,SGE,2,1,1,0,4:3,1,4
6,Bayer Leverkusen,B04,2,1,1,0,3:2,1,4
7,VfB Stuttgart,VFB,2,1,0,1,4:4,0,3
8,Hertha BSC,BSC,2,1,0,1,2:2,0,3
9,Borussia Dortmund,BVB,2,1,0,1,2:4,-2,3
10,1. FSV Mainz 05,M05,2,0,2,0,3:3,0,2
11,Bayern München,FCB,2,0,2,0,2:2,0,2
12,Werder Bremen,SVW,2,0,1,1,3:4,-1,1
13,1. FC Nürnberg,FCN,2,0,1,1,2:3,-1,1
14,1899 Hoffenheim,TSG,2,0,1,1,1:2,-1,1
14,Hannover 96,H96,2,0,1,1,1:2,-1,1
16,SC Freiburg,SCF,2,0,1,1,3:5,-2,1
17,VfL Bochum,BOC,2,0,1,1,3:6,-3,1
18,1. FC Köln,KOE,2,0,0,2,1:4,-3,0
