#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,27,16,8,3,54:24,30,56
2,FC Schalke 04,S04,27,16,7,4,44:22,22,55
3,Bayer Leverkusen,B04,27,14,11,2,56:28,28,53
4,Borussia Dortmund,BVB,27,14,6,7,46:33,13,48
5,Werder Bremen,SVW,27,12,9,6,54:33,21,45
6,Hamburger SV,HSV,27,11,11,5,48:32,16,44
7,VfB Stuttgart,VFB,27,10,8,9,39:35,4,38
8,Eintracht Frankfurt,SGE,27,10,8,9,35:39,-4,38
9,1. FSV Mainz 05,M05,27,10,8,9,29:33,-4,38
10,VfL Wolfsburg,WOB,27,10,7,10,50:51,-1,37
11,1899 Hoffenheim,TSG,27,9,6,12,34:31,3,33
12,Bor. Mönchengladbach,BMG,27,8,7,12,35:47,-12,31
13,1. FC Köln,KOE,27,6,10,11,23:34,-11,28
14,VfL Bochum,BOC,27,6,9,12,29:49,-20,27
15,1. FC Nürnberg,FCN,27,6,7,14,24:43,-19,25
16,Hannover 96,H96,27,6,5,16,29:50,-21,23
17,SC Freiburg,SCF,27,6,5,16,25:49,-24,23
18,Hertha BSC,BSC,27,4,6,17,27:48,-21,18
