#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,6,5,1,0,23:8,15,16
2,Hertha BSC,BSC,5,5,0,0,13:2,11,15
3,Borussia Dortmund,BVB,5,4,0,1,9:3,6,12
4,Hamburger SV,HSV,6,3,3,0,10:5,5,12
5,VfB Stuttgart,VFB,5,3,1,1,10:4,6,10
6,MSV Duisburg,MSV,6,2,4,0,8:5,3,10
6,VfL Bochum,BOC,6,3,1,2,8:5,3,10
8,1. FC Kaiserslautern,FCK,5,3,1,1,12:10,2,10
9,Bayer Leverkusen,B04,6,2,3,1,10:7,3,9
9,TSV 1860 München,M60,5,3,0,2,10:7,3,9
11,FC Hansa Rostock,ROS,6,2,3,1,12:10,2,9
12,VfL Wolfsburg,WOB,6,2,2,2,12:7,5,8
13,Eintracht Frankfurt,SGE,5,2,1,2,9:9,0,7
14,FC Schalke 04,S04,5,1,2,2,5:7,-2,5
15,SC Freiburg,SCF,6,0,4,2,5:8,-3,4
16,1. FC Nürnberg,FCN,5,0,4,1,5:9,-4,4
17,Bor. Mönchengladbach,BMG,5,1,1,3,8:14,-6,4
18,Werder Bremen,SVW,6,0,3,3,8:11,-3,3
