#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,13,2,0,43:12,31,41
2,Borussia Dortmund,BVB,15,12,2,1,31:9,22,38
3,Hertha BSC,BSC,14,11,1,2,28:9,19,34
4,VfL Wolfsburg,WOB,15,9,4,2,33:16,17,31
5,Bayer Leverkusen,B04,15,8,6,1,30:13,17,30
6,1. FC Kaiserslautern,FCK,15,9,3,3,26:18,8,30
7,MSV Duisburg,MSV,14,8,4,2,25:15,10,28
8,Hamburger SV,HSV,15,7,5,3,19:13,6,26
9,VfB Stuttgart,VFB,14,6,5,3,21:12,9,23
10,FC Hansa Rostock,ROS,15,6,5,4,26:21,5,23
11,TSV 1860 München,M60,14,6,4,4,21:15,6,22
12,FC Schalke 04,S04,14,5,5,4,17:17,0,20
13,SC Freiburg,SCF,15,4,6,5,15:15,0,18
14,VfL Bochum,BOC,14,5,3,6,19:21,-2,18
15,Eintracht Frankfurt,SGE,14,4,5,5,17:18,-1,17
16,1. FC Nürnberg,FCN,14,2,10,2,18:19,-1,16
17,Werder Bremen,SVW,15,3,6,6,18:21,-3,15
18,Bor. Mönchengladbach,BMG,14,4,2,8,22:30,-8,14
