#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,9,1,0,32:8,24,28
2,Borussia Dortmund,BVB,10,8,1,1,21:5,16,25
3,Hertha BSC,BSC,9,8,0,1,18:3,15,24
4,1. FC Kaiserslautern,FCK,10,7,2,1,21:13,8,23
5,Bayer Leverkusen,B04,10,5,4,1,19:8,11,19
6,TSV 1860 München,M60,9,6,1,2,18:9,9,19
7,VfL Wolfsburg,WOB,10,5,3,2,23:12,11,18
8,Hamburger SV,HSV,10,5,3,2,15:10,5,18
9,VfB Stuttgart,VFB,9,5,2,2,17:9,8,17
10,MSV Duisburg,MSV,9,4,4,1,13:9,4,16
11,FC Hansa Rostock,ROS,10,3,5,2,18:14,4,14
12,VfL Bochum,BOC,9,4,2,3,13:12,1,14
13,FC Schalke 04,S04,9,3,3,3,11:11,0,12
14,Eintracht Frankfurt,SGE,9,3,2,4,13:14,-1,11
15,SC Freiburg,SCF,10,2,5,3,10:11,-1,11
16,Werder Bremen,SVW,10,2,4,4,16:16,0,10
17,1. FC Nürnberg,FCN,9,0,8,1,11:15,-4,8
18,Bor. Mönchengladbach,BMG,9,2,1,6,11:20,-9,7
