#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,11,1,0,35:8,27,34
2,Borussia Dortmund,BVB,13,10,2,1,27:7,20,32
3,Hertha BSC,BSC,11,9,1,1,21:5,16,28
4,1. FC Kaiserslautern,FCK,13,8,3,2,24:15,9,27
5,Bayer Leverkusen,B04,12,6,5,1,22:9,13,23
6,VfL Wolfsburg,WOB,12,6,4,2,27:13,14,22
7,VfB Stuttgart,VFB,12,6,4,2,21:11,10,22
8,MSV Duisburg,MSV,11,6,4,1,18:10,8,22
9,Hamburger SV,HSV,13,6,4,3,17:13,4,22
10,TSV 1860 München,M60,12,6,3,3,20:12,8,21
11,FC Schalke 04,S04,12,4,5,3,15:13,2,17
12,Eintracht Frankfurt,SGE,12,4,4,4,15:15,0,16
13,SC Freiburg,SCF,12,3,6,3,13:11,2,15
14,FC Hansa Rostock,ROS,12,3,5,4,18:19,-1,14
15,VfL Bochum,BOC,11,4,2,5,14:15,-1,14
16,1. FC Nürnberg,FCN,11,1,9,1,16:17,-1,12
17,Werder Bremen,SVW,13,2,5,6,17:21,-4,11
18,Bor. Mönchengladbach,BMG,12,3,1,8,15:26,-11,10
