#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,12,3,0,40:16,24,39
2,Werder Bremen,SVW,16,11,4,1,40:15,25,37
3,Borussia Dortmund,BVB,16,11,3,2,36:15,21,36
4,VfL Wolfsburg,WOB,16,11,0,5,37:24,13,33
5,VfL Bochum,BOC,15,9,5,1,24:5,19,32
6,SC Freiburg,SCF,16,10,2,4,32:25,7,32
7,Bayer Leverkusen,B04,15,10,1,4,39:18,21,31
8,VfB Stuttgart,VFB,16,8,7,1,26:12,14,31
9,Hamburger SV,HSV,15,9,3,3,29:20,9,30
10,FC Hansa Rostock,ROS,15,8,1,6,28:17,11,25
11,FC Schalke 04,S04,16,6,7,3,24:15,9,25
12,1. FC Kaiserslautern,FCK,15,7,4,4,21:16,5,25
13,Bor. Mönchengladbach,BMG,15,5,6,4,16:15,1,21
14,Eintracht Frankfurt,SGE,16,5,4,7,22:22,0,19
15,Hannover 96,H96,15,4,6,5,24:26,-2,18
16,Hertha BSC,BSC,15,4,6,5,17:21,-4,18
17,TSV 1860 München,M60,16,5,3,8,15:24,-9,18
18,1. FC Köln,KOE,16,5,2,9,18:23,-5,17
