#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,8,4,1,28:7,21,28
2,Werder Bremen,SVW,13,8,3,2,30:17,13,27
3,Hamburger SV,HSV,13,8,3,2,20:10,10,27
4,Karlsruher SC,KSC,13,7,2,4,14:15,-1,23
5,Bayer Leverkusen,B04,13,6,3,4,20:10,10,21
6,Hannover 96,H96,13,6,3,4,17:17,0,21
7,FC Schalke 04,S04,13,4,7,2,18:12,6,19
8,Hertha BSC,BSC,13,6,1,6,17:17,0,19
9,VfB Stuttgart,VFB,13,6,1,6,16:19,-3,19
10,Eintracht Frankfurt,SGE,13,4,6,3,13:15,-2,18
11,VfL Wolfsburg,WOB,13,4,4,5,22:23,-1,16
12,VfL Bochum,BOC,13,4,3,6,20:22,-2,15
13,Borussia Dortmund,BVB,13,4,3,6,18:22,-4,15
14,Arminia Bielefeld,DSC,13,4,3,6,16:28,-12,15
15,FC Hansa Rostock,ROS,13,4,2,7,14:18,-4,14
16,1. FC Nürnberg,FCN,13,2,3,8,16:24,-8,9
17,MSV Duisburg,MSV,13,3,0,10,12:21,-9,9
18,Energie Cottbus,FCE,13,1,5,7,10:24,-14,8
