#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,3,3,0,0,6:3,3,9
2,Werder Bremen,SVW,3,2,0,1,9:4,5,6
3,Arminia Bielefeld,DSC,3,2,0,1,3:2,1,6
4,FC Hansa Rostock,ROS,3,1,2,0,4:2,2,5
5,Borussia Dortmund,BVB,3,1,2,0,6:5,1,5
6,VfL Bochum,BOC,3,1,2,0,5:4,1,5
7,VfB Stuttgart,VFB,3,1,2,0,4:3,1,5
8,1. FC Nürnberg,FCN,3,1,1,1,8:7,1,4
9,Bayern München,FCB,3,1,1,1,5:6,-1,4
10,SC Freiburg,SCF,3,1,1,1,4:5,-1,4
11,1. FC Kaiserslautern,FCK,3,1,0,2,5:6,-1,3
12,Bor. Mönchengladbach,BMG,3,0,2,1,3:4,-1,2
13,Hertha BSC,BSC,3,0,2,1,2:3,-1,2
14,1. FSV Mainz 05,M05,3,0,2,1,4:6,-2,2
15,Hannover 96,H96,3,0,1,2,2:6,-4,1
16,Bayer Leverkusen,B04,3,0,1,2,2:7,-5,1
17,Hamburger SV,HSV,3,0,0,3,2:6,-4,0
18,FC Schalke 04,S04,3,0,0,3,0:5,-5,0
