#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,4,1,2,12:10,2,13
2,Arminia Bielefeld,DSC,7,4,0,3,11:9,2,12
3,Hertha BSC,BSC,7,3,2,2,10:6,4,11
4,Werder Bremen,SVW,6,3,1,2,13:8,5,10
5,FC Schalke 04,S04,6,3,0,3,5:6,-1,9
6,VfL Wolfsburg,WOB,6,3,0,3,6:12,-6,9
7,1. FC Nürnberg,FCN,7,2,2,3,14:15,-1,8
8,Borussia Dortmund,BVB,7,2,2,3,7:9,-2,8
9,VfB Stuttgart,VFB,7,2,2,3,8:11,-3,8
10,FC Hansa Rostock,ROS,6,2,2,2,6:9,-3,8
11,Hamburger SV,HSV,7,2,1,4,11:10,1,7
12,Hannover 96,H96,6,2,1,3,7:10,-3,7
13,1. FSV Mainz 05,M05,7,1,2,4,10:15,-5,5
14,VfL Bochum,BOC,6,1,2,3,7:13,-6,5
15,1. FC Kaiserslautern,FCK,6,1,1,4,7:12,-5,4
16,SC Freiburg,SCF,6,1,1,4,5:16,-11,4
17,Bor. Mönchengladbach,BMG,6,0,3,3,5:10,-5,3
18,Bayer Leverkusen,B04,7,0,3,4,5:13,-8,3
