#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,3,3,0,0,6:3,3,9
2,VfL Bochum,BOC,3,1,2,0,5:4,1,5
3,VfB Stuttgart,VFB,3,1,2,0,4:3,1,5
4,FC Hansa Rostock,ROS,2,1,1,0,2:0,2,4
5,1. FC Nürnberg,FCN,3,1,1,1,8:7,1,4
6,Borussia Dortmund,BVB,2,1,1,0,5:4,1,4
7,SC Freiburg,SCF,2,1,1,0,3:2,1,4
8,Bayern München,FCB,3,1,1,1,5:6,-1,4
9,Werder Bremen,SVW,2,1,0,1,5:3,2,3
10,1. FC Kaiserslautern,FCK,2,1,0,1,4:4,0,3
11,Arminia Bielefeld,DSC,2,1,0,1,1:1,0,3
12,Hertha BSC,BSC,2,0,2,0,1:1,0,2
13,Bor. Mönchengladbach,BMG,3,0,2,1,3:4,-1,2
14,1. FSV Mainz 05,M05,3,0,2,1,4:6,-2,2
15,Bayer Leverkusen,B04,2,0,1,1,2:4,-2,1
16,Hannover 96,H96,3,0,1,2,2:6,-4,1
17,Hamburger SV,HSV,3,0,0,3,2:6,-4,0
18,FC Schalke 04,S04,2,0,0,2,0:4,-4,0
