#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,2,1,1,0,3:0,3,4
2,Hannover 96,H96,2,1,1,0,2:1,1,4
3,Eintracht Frankfurt,SGE,2,1,1,0,1:0,1,4
4,Hamburger SV,HSV,1,1,0,0,3:1,2,3
5,VfL Wolfsburg,WOB,1,1,0,0,1:0,1,3
6,Bayern München,FCB,2,1,0,1,2:2,0,3
6,RB Leipzig,RBL,2,1,0,1,2:2,0,3
8,1899 Hoffenheim,TSG,1,0,1,0,2:2,0,1
8,Bor. Mönchengladbach,BMG,1,0,1,0,2:2,0,1
10,Werder Bremen,SVW,2,0,1,1,1:2,-1,1
11,1. FSV Mainz 05,M05,1,0,0,1,0:1,-1,0
11,FC Augsburg,FCA,1,0,0,1,0:1,-1,0
11,FC Schalke 04,S04,1,0,0,1,0:1,-1,0
14,Hertha BSC,BSC,1,0,0,1,0:2,-2,0
15,SC Freiburg,SCF,1,0,0,1,1:4,-3,0
16,Bayer Leverkusen,B04,2,0,0,2,2:6,-4,0
17,VfB Stuttgart,VFB,2,0,0,2,1:5,-4,0
18,1. FC Köln,KOE,2,0,0,2,0:4,-4,0
