#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,12,1,3,33:12,21,37
2,Bayer Leverkusen,B04,16,7,4,5,29:25,4,25
3,FC Schalke 04,S04,16,7,4,5,24:21,3,25
4,Borussia Dortmund,BVB,15,6,5,4,22:22,0,23
5,Hertha BSC,BSC,16,5,6,5,19:16,3,21
6,Eintracht Frankfurt,SGE,15,6,3,6,18:21,-3,21
7,RB Leipzig,RBL,15,5,4,6,17:22,-5,19
8,FC Augsburg,FCA,15,4,6,5,17:18,-1,18
9,1899 Hoffenheim,TSG,16,4,6,6,28:30,-2,18
10,VfL Wolfsburg,WOB,16,3,7,6,12:19,-7,16
11,Bor. Mönchengladbach,BMG,15,4,3,8,17:29,-12,15
12,Werder Bremen,SVW,16,3,5,8,15:22,-7,14
13,Hannover 96,H96,15,2,6,7,13:23,-10,12
14,VfB Stuttgart,VFB,15,3,2,10,13:26,-13,11
15,1. FSV Mainz 05,M05,16,1,6,9,14:30,-16,9
16,SC Freiburg,SCF,16,1,6,9,14:36,-22,9
17,1. FC Köln,KOE,15,2,2,11,12:33,-21,8
18,Hamburger SV,HSV,15,1,3,11,9:30,-21,6
