#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,29,17,6,6,62:36,26,57
2,Hertha BSC,BSC,29,17,4,8,43:35,8,55
3,Bayern München,FCB,29,16,6,7,59:37,22,54
4,VfB Stuttgart,VFB,29,16,6,7,52:37,15,54
5,Hamburger SV,HSV,29,17,3,9,42:40,2,54
6,FC Schalke 04,S04,29,14,7,8,43:27,16,49
7,Borussia Dortmund,BVB,29,12,13,4,47:33,14,49
8,1899 Hoffenheim,TSG,29,12,9,8,54:41,13,45
9,Bayer Leverkusen,B04,29,12,6,11,50:37,13,42
10,Werder Bremen,SVW,29,10,9,10,55:41,14,39
11,Eintracht Frankfurt,SGE,29,8,8,13,36:47,-11,32
12,1. FC Köln,KOE,29,9,5,15,31:45,-14,32
13,Hannover 96,H96,29,8,8,13,41:59,-18,32
14,VfL Bochum,BOC,29,6,10,13,35:47,-12,28
15,Energie Cottbus,FCE,29,7,5,17,26:51,-25,26
16,Arminia Bielefeld,DSC,29,4,13,12,23:42,-19,25
17,Bor. Mönchengladbach,BMG,29,6,6,17,35:54,-19,24
18,Karlsruher SC,KSC,29,6,4,19,21:46,-25,22
